Post_ID,DateTime,Platform,Region,Topic,User_Age,User_Gender,Text,Likes,Shares,Comments,Engagement,Rating,Sentiment,
856,18-09-2025,Facebook,Australia,Sports,36,Male,"Waste of money, not recommended",320,12,81,413,1,Negative,
857,08-09-2025,Twitter,UK,Education,30,Male,I recently bought this and it exceeded my expectations,698,144,181,1023,4,Positive,
858,10-03-2026,Twitter,USA,Entertainment,41,Male,Amazing quality and fast delivery,393,293,199,885,5,Positive,
859,18-02-2026,Twitter,India,Education,45,Male,"The product is okay, nothing special about it",943,218,125,1286,3,Neutral,
860,25-01-2026,Facebook,India,Entertainment,44,Male,This is one of the best services I have ever used,449,77,98,624,5,Positive,
861,27-07-2025,Twitter,Canada,Health,55,Female,Very disappointed with the product quality,110,103,9,222,1,Negative,
862,02-02-2026,Facebook,India,Politics,36,Male,"Waste of money, not recommended",227,128,175,530,1,Negative,
863,18-11-2025,Twitter,USA,Entertainment,24,Male,"The product is okay, nothing special about it",658,14,136,808,3,Neutral,
864,13-09-2025,Twitter,Australia,Education,51,Male,"Not too good, not too bad",333,155,144,632,3,Neutral,
865,10-11-2025,Facebook,India,Product,40,Female,It is acceptable for the price,231,184,104,519,3,Neutral,
866,15-03-2026,Facebook,USA,Health,28,Male,Amazing quality and fast delivery,100,240,58,398,5,Positive,
867,22-07-2025,Facebook,USA,Sports,54,Female,"Not too good, not too bad",608,237,158,1003,3,Neutral,
868,02-11-2025,Twitter,UK,Education,41,Male,The product did not meet my expectations,837,68,70,975,1,Negative,
869,23-04-2025,Twitter,Australia,Product,58,Male,This is one of the best services I have ever used,316,150,47,513,4,Positive,
870,25-04-2025,Instagram,Canada,Entertainment,52,Male,The product did not meet my expectations,250,151,44,445,1,Negative,
871,14-10-2025,Instagram,USA,Technology,25,Male,Amazing quality and fast delivery,179,248,98,525,5,Positive,
872,17-07-2025,Facebook,Australia,Politics,22,Female,This is one of the best services I have ever used,842,223,88,1153,5,Positive,
873,06-12-2025,Instagram,UK,Politics,48,Male,"Not too good, not too bad",487,187,186,860,3,Neutral,
874,13-10-2025,Twitter,UK,Technology,22,Male,"Waste of money, not recommended",419,292,108,819,2,Negative,
875,28-10-2025,Facebook,USA,Sports,25,Female,It works fine but has some minor issues,863,279,131,1273,3,Neutral,
876,18-07-2025,Instagram,UK,Technology,28,Male,"Average experience, could be improved",827,260,7,1094,3,Neutral,
877,28-10-2025,Facebook,UK,Entertainment,43,Male,I recently bought this and it exceeded my expectations,369,203,117,689,4,Positive,
878,02-12-2025,Twitter,USA,Entertainment,30,Female,Poor performance and bad customer support,895,59,107,1061,1,Negative,
879,10-09-2025,Instagram,UK,Sports,51,Male,It works fine but has some minor issues,951,69,87,1107,3,Neutral,
880,11-05-2025,Twitter,USA,Technology,53,Male,Very disappointed with the product quality,305,29,13,347,2,Negative,
881,14-11-2025,Facebook,India,Health,58,Female,"Waste of money, not recommended",644,23,87,754,2,Negative,
882,04-07-2025,Facebook,India,Technology,59,Male,It is acceptable for the price,354,47,163,564,3,Neutral,
883,21-08-2025,Facebook,India,Product,22,Male,Very disappointed with the product quality,147,54,61,262,2,Negative,
884,23-01-2026,Instagram,India,Sports,53,Female,The product did not meet my expectations,62,137,71,270,2,Negative,
885,09-01-2026,Facebook,Canada,Product,39,Male,"The product is okay, nothing special about it",512,196,14,722,3,Neutral,
886,16-01-2026,Facebook,Australia,Education,35,Male,Had a terrible experience using this service,895,226,42,1163,1,Negative,
887,14-08-2025,Facebook,Canada,Politics,28,Female,"Waste of money, not recommended",203,229,79,511,2,Negative,
888,28-10-2025,Facebook,USA,Education,24,Male,"Average experience, could be improved",549,111,185,845,3,Neutral,
889,19-12-2025,Instagram,India,Education,27,Male,Poor performance and bad customer support,104,292,91,487,2,Negative,
890,28-12-2025,Twitter,Canada,Entertainment,35,Male,"Waste of money, not recommended",569,128,38,735,1,Negative,
891,17-02-2026,Instagram,UK,Education,27,Female,"The product is okay, nothing special about it",840,78,113,1031,3,Neutral,
892,16-02-2026,Instagram,USA,Product,34,Male,"Not too good, not too bad",164,210,48,422,3,Neutral,
893,04-11-2025,Instagram,Canada,Entertainment,59,Male,Had a terrible experience using this service,680,250,108,1038,2,Negative,
894,03-04-2025,Instagram,USA,Technology,24,Male,"Average experience, could be improved",891,39,94,1024,3,Neutral,
895,19-02-2026,Facebook,USA,Entertainment,44,Female,It works fine but has some minor issues,651,38,166,855,3,Neutral,
896,23-06-2025,Instagram,Australia,Entertainment,49,Male,Very disappointed with the product quality,924,23,199,1146,2,Negative,
897,16-03-2026,Facebook,Australia,Entertainment,27,Male,Poor performance and bad customer support,997,177,160,1334,1,Negative,
898,16-01-2026,Instagram,Canada,Politics,59,Male,"The product is okay, nothing special about it",863,294,153,1310,3,Neutral,
899,22-08-2025,Facebook,USA,Product,42,Female,Poor performance and bad customer support,212,294,97,603,1,Negative,
900,18-05-2025,Twitter,Canada,Sports,48,Male,"The product is okay, nothing special about it",241,299,69,609,3,Neutral,
901,28-12-2025,Instagram,UK,Technology,46,Male,"Waste of money, not recommended",788,279,41,1108,2,Negative,
902,28-06-2025,Facebook,Canada,Health,44,Male,The product did not meet my expectations,923,226,67,1216,1,Negative,
903,01-08-2025,Instagram,UK,Entertainment,57,Female,The product did not meet my expectations,589,178,182,949,2,Negative,
904,14-08-2025,Facebook,USA,Product,30,Female,"Waste of money, not recommended",287,138,166,591,1,Negative,
905,24-05-2025,Facebook,India,Sports,39,Male,This is one of the best services I have ever used,61,135,166,362,4,Positive,
906,09-09-2025,Facebook,UK,Product,29,Male,"Average experience, could be improved",922,175,160,1257,3,Neutral,
907,22-01-2026,Twitter,USA,Politics,34,Male,"Average experience, could be improved",468,123,156,747,3,Neutral,
908,01-09-2025,Instagram,Australia,Politics,32,Female,"Average experience, could be improved",976,35,54,1065,3,Neutral,
909,12-05-2025,Instagram,Australia,Education,24,Female,The product did not meet my expectations,442,155,143,740,2,Negative,
910,17-01-2026,Instagram,India,Health,26,Male,"The product is okay, nothing special about it",441,129,53,623,3,Neutral,
911,21-02-2026,Facebook,Australia,Sports,36,Female,Very disappointed with the product quality,985,288,171,1444,2,Negative,
912,04-07-2025,Facebook,Canada,Entertainment,45,Female,"Average experience, could be improved",782,30,92,904,3,Neutral,
913,05-10-2025,Instagram,USA,Entertainment,29,Female,Had a terrible experience using this service,545,244,114,903,2,Negative,
914,09-10-2025,Facebook,India,Technology,52,Male,"The product is okay, nothing special about it",373,104,173,650,3,Neutral,
915,12-06-2025,Facebook,UK,Entertainment,36,Female,"Absolutely loved the experience, highly recommended",893,131,76,1100,4,Positive,
916,25-10-2025,Facebook,India,Sports,42,Male,It works fine but has some minor issues,420,242,93,755,3,Neutral,
917,12-06-2025,Facebook,Canada,Product,44,Female,"Absolutely loved the experience, highly recommended",414,229,95,738,4,Positive,
918,11-06-2025,Instagram,UK,Education,58,Male,Had a terrible experience using this service,268,251,126,645,2,Negative,
919,22-07-2025,Facebook,UK,Product,31,Female,"Absolutely loved the experience, highly recommended",532,121,107,760,5,Positive,
920,23-12-2025,Instagram,Canada,Entertainment,36,Male,Very satisfied with the overall performance,206,218,26,450,4,Positive,
921,21-01-2026,Twitter,USA,Product,50,Female,It works fine but has some minor issues,719,34,128,881,3,Neutral,
922,03-09-2025,Facebook,Canada,Entertainment,57,Male,It is acceptable for the price,84,150,150,384,3,Neutral,
923,30-09-2025,Instagram,Canada,Politics,51,Female,"Average experience, could be improved",139,244,121,504,3,Neutral,
924,05-09-2025,Facebook,Australia,Health,52,Male,"Not too good, not too bad",516,131,14,661,3,Neutral,
925,26-08-2025,Twitter,UK,Education,54,Male,"Waste of money, not recommended",895,72,162,1129,1,Negative,
926,13-07-2025,Instagram,UK,Education,40,Male,It works fine but has some minor issues,570,39,80,689,3,Neutral,
927,23-01-2026,Instagram,Canada,Product,28,Male,Had a terrible experience using this service,528,187,103,818,2,Negative,
928,17-01-2026,Instagram,India,Entertainment,59,Male,Very satisfied with the overall performance,854,53,59,966,4,Positive,
929,15-11-2025,Facebook,UK,Politics,25,Female,Very disappointed with the product quality,710,273,107,1090,1,Negative,
930,24-07-2025,Facebook,Australia,Sports,39,Male,Had a terrible experience using this service,630,214,152,996,1,Negative,
931,04-01-2026,Twitter,USA,Entertainment,47,Female,"Waste of money, not recommended",245,116,110,471,1,Negative,
932,09-08-2025,Instagram,UK,Product,56,Female,Very satisfied with the overall performance,677,182,135,994,4,Positive,
933,21-10-2025,Instagram,Canada,Product,45,Female,"Average experience, could be improved",480,18,63,561,3,Neutral,
934,05-08-2025,Instagram,USA,Product,28,Male,Had a terrible experience using this service,895,33,60,988,1,Negative,
935,17-06-2025,Instagram,USA,Sports,47,Female,This is one of the best services I have ever used,319,36,175,530,4,Positive,
936,09-03-2026,Instagram,Australia,Product,36,Female,The product did not meet my expectations,204,225,20,449,2,Negative,
937,20-06-2025,Twitter,India,Product,44,Male,Amazing quality and fast delivery,875,63,191,1129,5,Positive,
938,25-08-2025,Twitter,Canada,Product,50,Male,This is one of the best services I have ever used,167,245,22,434,5,Positive,
939,16-04-2025,Instagram,Australia,Health,19,Female,Amazing quality and fast delivery,964,149,65,1178,4,Positive,
940,11-01-2026,Facebook,Australia,Sports,47,Female,It is acceptable for the price,914,15,177,1106,3,Neutral,
941,29-06-2025,Twitter,Canada,Sports,50,Male,Amazing quality and fast delivery,132,285,132,549,4,Positive,
942,27-03-2026,Twitter,India,Sports,57,Male,Had a terrible experience using this service,557,35,33,625,2,Negative,
943,18-07-2025,Instagram,Canada,Technology,49,Female,I recently bought this and it exceeded my expectations,106,67,143,316,5,Positive,
944,12-02-2026,Instagram,India,Sports,34,Female,Very satisfied with the overall performance,610,283,124,1017,4,Positive,
945,06-07-2025,Instagram,USA,Education,20,Male,Poor performance and bad customer support,824,198,151,1173,1,Negative,
946,10-10-2025,Twitter,India,Politics,25,Female,It works fine but has some minor issues,84,129,37,250,3,Neutral,
947,21-07-2025,Twitter,Australia,Sports,32,Male,Very satisfied with the overall performance,115,298,49,462,5,Positive,
948,03-03-2026,Instagram,USA,Politics,59,Male,It is acceptable for the price,759,87,19,865,3,Neutral,
949,15-06-2025,Twitter,Canada,Product,58,Female,"Absolutely loved the experience, highly recommended",702,126,36,864,5,Positive,
950,16-06-2025,Facebook,USA,Technology,27,Female,It works fine but has some minor issues,801,142,170,1113,3,Neutral,
951,19-01-2026,Facebook,Australia,Technology,49,Male,Very disappointed with the product quality,349,33,52,434,1,Negative,
952,01-10-2025,Twitter,Canada,Entertainment,42,Male,It is acceptable for the price,714,175,113,1002,3,Neutral,
953,26-03-2026,Instagram,UK,Health,59,Male,"Not too good, not too bad",915,176,120,1211,3,Neutral,
954,14-09-2025,Facebook,Australia,Health,48,Male,"Absolutely loved the experience, highly recommended",668,62,73,803,4,Positive,
955,24-06-2025,Twitter,USA,Health,20,Female,Poor performance and bad customer support,92,78,169,339,2,Negative,
956,03-08-2025,Instagram,UK,Product,60,Male,"Absolutely loved the experience, highly recommended",974,29,93,1096,4,Positive,
957,22-08-2025,Instagram,Canada,Product,55,Male,Amazing quality and fast delivery,660,108,98,866,5,Positive,
958,13-07-2025,Facebook,UK,Product,19,Female,"The product is okay, nothing special about it",316,143,168,627,3,Neutral,
959,29-03-2025,Instagram,India,Entertainment,53,Female,This is one of the best services I have ever used,669,87,142,898,4,Positive,
960,12-11-2025,Facebook,USA,Politics,27,Female,"The product is okay, nothing special about it",500,151,195,846,3,Neutral,
961,06-04-2025,Twitter,Australia,Health,47,Female,"Not too good, not too bad",959,271,188,1418,3,Neutral,
962,27-11-2025,Instagram,Australia,Health,48,Male,Poor performance and bad customer support,349,287,58,694,1,Negative,
963,19-10-2025,Twitter,UK,Product,60,Female,Had a terrible experience using this service,128,274,113,515,2,Negative,
964,13-04-2025,Twitter,UK,Product,50,Male,"Absolutely loved the experience, highly recommended",879,188,200,1267,4,Positive,
965,20-04-2025,Instagram,India,Technology,27,Male,"Not too good, not too bad",421,272,50,743,3,Neutral,
966,04-10-2025,Facebook,USA,Education,53,Female,I recently bought this and it exceeded my expectations,976,160,76,1212,4,Positive,
967,14-01-2026,Instagram,India,Education,35,Female,"Absolutely loved the experience, highly recommended",917,126,114,1157,4,Positive,
968,11-05-2025,Twitter,India,Entertainment,41,Male,"Waste of money, not recommended",693,124,83,900,2,Negative,
969,15-03-2026,Facebook,Australia,Technology,46,Male,I recently bought this and it exceeded my expectations,168,10,16,194,4,Positive,
970,31-07-2025,Facebook,UK,Education,44,Female,"Not too good, not too bad",57,284,101,442,3,Neutral,
971,13-06-2025,Facebook,UK,Politics,45,Female,Had a terrible experience using this service,648,226,23,897,2,Negative,
972,25-10-2025,Facebook,India,Entertainment,30,Male,Amazing quality and fast delivery,425,94,49,568,5,Positive,
973,05-08-2025,Facebook,Canada,Sports,56,Female,Very satisfied with the overall performance,688,281,148,1117,4,Positive,
974,28-10-2025,Twitter,Canada,Politics,22,Male,It works fine but has some minor issues,290,290,142,722,3,Neutral,
975,20-09-2025,Facebook,UK,Entertainment,54,Male,"Absolutely loved the experience, highly recommended",754,111,200,1065,4,Positive,
976,16-06-2025,Facebook,UK,Product,52,Female,This is one of the best services I have ever used,621,110,57,788,5,Positive,
977,12-03-2026,Twitter,Canada,Health,55,Male,I recently bought this and it exceeded my expectations,680,105,56,841,4,Positive,
978,13-07-2025,Facebook,India,Sports,56,Male,Poor performance and bad customer support,230,92,22,344,2,Negative,
979,06-10-2025,Twitter,USA,Entertainment,59,Female,Very satisfied with the overall performance,514,98,9,621,4,Positive,
980,05-03-2026,Instagram,USA,Product,44,Female,This is one of the best services I have ever used,346,116,160,622,4,Positive,
981,30-01-2026,Twitter,USA,Health,19,Male,"Not too good, not too bad",669,232,147,1048,3,Neutral,
982,27-03-2026,Instagram,Australia,Sports,39,Male,The product did not meet my expectations,729,119,186,1034,2,Negative,
983,19-12-2025,Facebook,USA,Product,27,Male,Very disappointed with the product quality,127,231,11,369,1,Negative,
984,27-05-2025,Facebook,UK,Politics,49,Male,Very satisfied with the overall performance,985,298,194,1477,5,Positive,
985,20-01-2026,Instagram,USA,Education,40,Female,Poor performance and bad customer support,847,88,164,1099,2,Negative,
986,28-03-2025,Twitter,USA,Health,54,Male,Very satisfied with the overall performance,655,92,128,875,4,Positive,
987,11-12-2025,Facebook,UK,Entertainment,53,Male,This is one of the best services I have ever used,979,121,154,1254,4,Positive,
988,08-10-2025,Facebook,UK,Health,36,Male,The product did not meet my expectations,983,99,35,1117,2,Negative,
989,25-04-2025,Facebook,UK,Health,28,Male,I recently bought this and it exceeded my expectations,814,153,102,1069,4,Positive,
990,30-04-2025,Instagram,USA,Entertainment,59,Male,"Absolutely loved the experience, highly recommended",625,242,152,1019,4,Positive,
991,14-03-2026,Facebook,Canada,Politics,51,Male,Very satisfied with the overall performance,838,212,62,1112,5,Positive,
992,29-07-2025,Twitter,UK,Technology,46,Male,"Not too good, not too bad",240,248,110,598,3,Neutral,
993,17-09-2025,Facebook,UK,Politics,42,Female,It works fine but has some minor issues,909,127,10,1046,3,Neutral,
994,15-09-2025,Facebook,India,Sports,34,Female,Had a terrible experience using this service,943,171,180,1294,2,Negative,
995,23-01-2026,Twitter,India,Education,36,Female,"Average experience, could be improved",538,53,47,638,3,Neutral,
996,09-08-2025,Instagram,USA,Health,60,Female,This is one of the best services I have ever used,404,193,179,776,5,Positive,
997,28-07-2025,Instagram,UK,Sports,30,Female,It works fine but has some minor issues,529,195,100,824,3,Neutral,
998,18-10-2025,Facebook,Australia,Health,59,Male,Poor performance and bad customer support,167,117,140,424,1,Negative,
999,26-12-2025,Instagram,USA,Product,32,Male,"Not too good, not too bad",792,64,47,903,3,Neutral,
1000,11-01-2026,Instagram,Canada,Education,55,Female,"Not too good, not too bad",411,145,153,709,3,Neutral,
1001,30-06-2025,Facebook,Australia,Product,32,Male,"Average experience, could be improved",53,245,47,345,3,Neutral,
1002,24-04-2025,Facebook,Canada,Entertainment,33,Male,Very satisfied with the overall performance,497,253,53,803,4,Positive,
1003,22-09-2025,Facebook,Canada,Health,42,Female,It is acceptable for the price,519,178,191,888,3,Neutral,
1004,13-10-2025,Twitter,Australia,Sports,18,Female,This is one of the best services I have ever used,777,297,86,1160,4,Positive,
1005,26-07-2025,Twitter,India,Product,28,Female,Had a terrible experience using this service,961,122,56,1139,1,Negative,
1006,18-09-2025,Facebook,UK,Health,41,Male,"Waste of money, not recommended",463,76,113,652,2,Negative,
1007,16-06-2025,Twitter,Canada,Product,46,Male,"Average experience, could be improved",999,264,36,1299,3,Neutral,
1008,16-12-2025,Twitter,Canada,Technology,35,Female,"Absolutely loved the experience, highly recommended",709,137,6,852,4,Positive,
1009,15-01-2026,Instagram,Canada,Politics,39,Male,Amazing quality and fast delivery,840,45,96,981,5,Positive,
1010,09-03-2026,Instagram,USA,Entertainment,35,Female,Amazing quality and fast delivery,456,77,60,593,5,Positive,
1011,18-08-2025,Instagram,USA,Politics,46,Male,The product did not meet my expectations,774,161,172,1107,1,Negative,
1012,26-08-2025,Twitter,India,Product,51,Male,"Not too good, not too bad",905,217,61,1183,3,Neutral,
1013,22-04-2025,Instagram,UK,Product,34,Female,Poor performance and bad customer support,384,176,176,736,2,Negative,
1014,08-11-2025,Twitter,Australia,Sports,19,Male,This is one of the best services I have ever used,248,213,76,537,4,Positive,
1015,06-10-2025,Twitter,UK,Education,43,Female,"The product is okay, nothing special about it",277,55,182,514,3,Neutral,
1016,11-10-2025,Instagram,Australia,Education,22,Female,Had a terrible experience using this service,155,280,176,611,2,Negative,
1017,31-08-2025,Facebook,USA,Education,48,Male,Poor performance and bad customer support,76,91,141,308,1,Negative,
1018,01-06-2025,Facebook,Canada,Entertainment,58,Male,Very disappointed with the product quality,902,95,19,1016,2,Negative,
1019,06-10-2025,Facebook,India,Entertainment,29,Male,It works fine but has some minor issues,99,18,63,180,3,Neutral,
1020,07-02-2026,Instagram,UK,Sports,46,Female,"The product is okay, nothing special about it",217,266,40,523,3,Neutral,
1021,13-06-2025,Instagram,India,Politics,60,Male,Very satisfied with the overall performance,717,133,79,929,4,Positive,
1022,29-07-2025,Facebook,Australia,Politics,43,Male,Very disappointed with the product quality,382,291,69,742,1,Negative,
1023,13-09-2025,Twitter,Australia,Education,45,Male,Very satisfied with the overall performance,87,175,106,368,4,Positive,
1024,24-03-2026,Twitter,UK,Education,31,Female,Very disappointed with the product quality,382,17,153,552,1,Negative,
1025,09-09-2025,Twitter,UK,Education,36,Male,Very disappointed with the product quality,416,248,91,755,1,Negative,
1026,23-05-2025,Twitter,Canada,Product,25,Female,"The product is okay, nothing special about it",71,165,183,419,3,Neutral,
1027,22-12-2025,Facebook,UK,Entertainment,34,Female,I recently bought this and it exceeded my expectations,888,41,111,1040,5,Positive,
1028,29-04-2025,Twitter,India,Technology,22,Male,Had a terrible experience using this service,874,166,109,1149,1,Negative,
1029,05-09-2025,Facebook,India,Education,53,Female,Very satisfied with the overall performance,695,223,75,993,5,Positive,
1030,20-07-2025,Instagram,UK,Technology,40,Female,Poor performance and bad customer support,252,83,9,344,1,Negative,
1031,01-02-2026,Twitter,Australia,Politics,20,Female,"Waste of money, not recommended",949,130,141,1220,2,Negative,
1032,12-08-2025,Twitter,USA,Product,55,Female,Very satisfied with the overall performance,702,51,97,850,4,Positive,
1033,22-11-2025,Twitter,UK,Health,35,Male,It works fine but has some minor issues,530,204,117,851,3,Neutral,
1034,20-08-2025,Twitter,Canada,Technology,46,Male,Very disappointed with the product quality,993,13,33,1039,1,Negative,
1035,11-01-2026,Facebook,Australia,Health,60,Male,"Absolutely loved the experience, highly recommended",360,173,8,541,5,Positive,
1036,26-03-2026,Instagram,Canada,Politics,31,Male,"Not too good, not too bad",602,295,18,915,3,Neutral,
1037,28-07-2025,Facebook,UK,Product,55,Male,This is one of the best services I have ever used,438,290,19,747,4,Positive,
1038,20-11-2025,Twitter,Canada,Technology,39,Male,Very satisfied with the overall performance,841,164,141,1146,5,Positive,
1039,31-01-2026,Facebook,Canada,Sports,38,Male,It is acceptable for the price,557,99,180,836,3,Neutral,
1040,10-01-2026,Twitter,USA,Education,59,Male,Very satisfied with the overall performance,748,229,90,1067,4,Positive,
1041,08-11-2025,Instagram,USA,Entertainment,46,Female,"Absolutely loved the experience, highly recommended",140,245,95,480,5,Positive,
1042,12-12-2025,Twitter,USA,Politics,55,Female,It works fine but has some minor issues,490,173,59,722,3,Neutral,
1043,23-07-2025,Facebook,USA,Health,57,Male,I recently bought this and it exceeded my expectations,311,232,122,665,4,Positive,
1044,02-05-2025,Facebook,India,Politics,26,Male,"Average experience, could be improved",184,119,72,375,3,Neutral,
1045,21-12-2025,Facebook,Australia,Technology,38,Male,It works fine but has some minor issues,788,30,89,907,3,Neutral,
1046,31-05-2025,Instagram,USA,Product,52,Female,I recently bought this and it exceeded my expectations,898,154,132,1184,4,Positive,
1047,05-08-2025,Instagram,Canada,Education,46,Male,Very disappointed with the product quality,423,246,60,729,2,Negative,
1048,28-06-2025,Twitter,Australia,Product,58,Male,"Waste of money, not recommended",329,82,189,600,1,Negative,
1049,03-01-2026,Twitter,UK,Health,39,Female,It works fine but has some minor issues,367,259,179,805,3,Neutral,
1050,13-07-2025,Twitter,Australia,Entertainment,46,Female,Very disappointed with the product quality,445,44,95,584,1,Negative,
1051,29-05-2025,Twitter,Australia,Sports,26,Female,Very disappointed with the product quality,337,155,48,540,2,Negative,
1052,05-07-2025,Facebook,India,Education,55,Male,Very satisfied with the overall performance,237,66,37,340,4,Positive,
1053,07-11-2025,Twitter,USA,Politics,56,Male,"Not too good, not too bad",152,294,58,504,3,Neutral,
1054,16-12-2025,Facebook,UK,Sports,45,Male,"Absolutely loved the experience, highly recommended",144,19,58,221,5,Positive,
1055,24-05-2025,Facebook,USA,Health,60,Female,Very satisfied with the overall performance,361,43,90,494,5,Positive,
1056,18-10-2025,Facebook,Australia,Sports,56,Female,"The product is okay, nothing special about it",669,208,178,1055,3,Neutral,
1057,07-01-2026,Facebook,Australia,Politics,24,Female,I recently bought this and it exceeded my expectations,552,290,42,884,4,Positive,
1058,10-08-2025,Twitter,India,Technology,57,Male,"The product is okay, nothing special about it",722,291,46,1059,3,Neutral,
1059,26-03-2026,Facebook,Australia,Technology,53,Female,It works fine but has some minor issues,690,98,125,913,3,Neutral,
1060,06-06-2025,Facebook,Canada,Product,37,Female,Had a terrible experience using this service,390,267,108,765,1,Negative,
1061,10-08-2025,Facebook,Canada,Politics,37,Female,"The product is okay, nothing special about it",891,71,152,1114,3,Neutral,
1062,21-01-2026,Instagram,USA,Sports,54,Male,Amazing quality and fast delivery,139,262,27,428,5,Positive,
1063,08-06-2025,Facebook,UK,Education,37,Female,This is one of the best services I have ever used,910,208,144,1262,5,Positive,
1064,28-04-2025,Facebook,UK,Politics,38,Female,Very disappointed with the product quality,255,125,43,423,2,Negative,
1065,08-08-2025,Instagram,Canada,Technology,30,Male,Had a terrible experience using this service,392,48,142,582,1,Negative,
1066,10-04-2025,Twitter,UK,Education,58,Female,Very satisfied with the overall performance,714,56,152,922,4,Positive,
1067,19-12-2025,Instagram,Canada,Education,40,Female,"Absolutely loved the experience, highly recommended",128,102,128,358,5,Positive,
1068,30-11-2025,Twitter,USA,Sports,32,Male,Very disappointed with the product quality,948,269,31,1248,1,Negative,
1069,22-07-2025,Twitter,USA,Education,54,Male,It works fine but has some minor issues,864,141,193,1198,3,Neutral,
1070,19-08-2025,Instagram,UK,Entertainment,18,Male,Poor performance and bad customer support,464,140,51,655,2,Negative,
1071,01-03-2026,Facebook,Canada,Product,22,Male,The product did not meet my expectations,581,27,34,642,2,Negative,
1072,20-05-2025,Instagram,USA,Entertainment,52,Female,I recently bought this and it exceeded my expectations,634,21,88,743,4,Positive,
1073,14-11-2025,Instagram,UK,Entertainment,56,Male,This is one of the best services I have ever used,244,132,6,382,4,Positive,
1074,20-03-2026,Facebook,India,Product,57,Male,Poor performance and bad customer support,375,193,148,716,2,Negative,
1075,05-08-2025,Twitter,USA,Education,23,Female,The product did not meet my expectations,691,202,98,991,2,Negative,
1076,21-02-2026,Facebook,Canada,Education,52,Male,Very satisfied with the overall performance,806,28,41,875,4,Positive,
1077,29-07-2025,Facebook,Australia,Health,42,Female,Poor performance and bad customer support,748,146,79,973,2,Negative,
1078,17-03-2026,Twitter,USA,Technology,53,Male,It works fine but has some minor issues,616,37,152,805,3,Neutral,
1079,12-12-2025,Twitter,Canada,Technology,55,Female,Poor performance and bad customer support,867,233,152,1252,1,Negative,
1080,11-07-2025,Twitter,USA,Sports,37,Female,It is acceptable for the price,430,216,76,722,3,Neutral,
1081,25-06-2025,Facebook,Canada,Health,28,Male,Poor performance and bad customer support,644,126,77,847,1,Negative,
1082,13-12-2025,Twitter,USA,Health,33,Male,Had a terrible experience using this service,103,192,23,318,2,Negative,
1083,18-01-2026,Twitter,USA,Sports,40,Female,"Not too good, not too bad",688,94,198,980,3,Neutral,
1084,08-09-2025,Facebook,India,Technology,40,Female,Poor performance and bad customer support,348,284,80,712,1,Negative,
1085,18-03-2026,Facebook,Australia,Health,19,Female,"Not too good, not too bad",181,144,53,378,3,Neutral,
1086,13-10-2025,Twitter,Canada,Product,22,Male,Had a terrible experience using this service,854,241,103,1198,1,Negative,
1087,10-01-2026,Twitter,Canada,Product,33,Female,"Waste of money, not recommended",78,85,182,345,2,Negative,
1088,10-06-2025,Facebook,USA,Education,22,Female,I recently bought this and it exceeded my expectations,297,269,16,582,4,Positive,
1089,05-03-2026,Instagram,India,Entertainment,39,Male,The product did not meet my expectations,54,270,44,368,1,Negative,
1090,22-06-2025,Twitter,Canada,Health,28,Female,"Waste of money, not recommended",227,156,110,493,2,Negative,
1091,02-03-2026,Facebook,India,Product,41,Female,Very disappointed with the product quality,176,297,5,478,1,Negative,
1092,02-03-2026,Instagram,USA,Entertainment,22,Male,"The product is okay, nothing special about it",587,26,91,704,3,Neutral,
1093,15-05-2025,Instagram,UK,Product,59,Male,"The product is okay, nothing special about it",225,128,7,360,3,Neutral,
1094,31-05-2025,Facebook,USA,Product,57,Male,"Absolutely loved the experience, highly recommended",93,20,159,272,5,Positive,
1095,26-04-2025,Facebook,India,Entertainment,34,Male,The product did not meet my expectations,324,290,129,743,1,Negative,
1096,13-12-2025,Facebook,USA,Technology,27,Male,"Not too good, not too bad",802,228,57,1087,3,Neutral,
1097,15-01-2026,Instagram,India,Politics,32,Male,"Not too good, not too bad",142,208,95,445,3,Neutral,
1098,22-10-2025,Facebook,UK,Technology,32,Female,Had a terrible experience using this service,349,76,70,495,1,Negative,
1099,09-06-2025,Instagram,India,Politics,54,Female,The product did not meet my expectations,834,15,14,863,2,Negative,
1100,11-08-2025,Twitter,India,Politics,42,Male,"Average experience, could be improved",868,189,162,1219,3,Neutral,
1101,24-11-2025,Twitter,Australia,Sports,54,Male,"The product is okay, nothing special about it",56,215,19,290,3,Neutral,
1102,22-10-2025,Instagram,Australia,Education,26,Female,Had a terrible experience using this service,693,91,76,860,1,Negative,
1103,03-09-2025,Twitter,UK,Education,52,Male,"Absolutely loved the experience, highly recommended",756,55,132,943,4,Positive,
1104,24-12-2025,Instagram,India,Sports,28,Female,"Average experience, could be improved",589,66,40,695,3,Neutral,
1105,25-03-2026,Instagram,USA,Entertainment,45,Female,"Waste of money, not recommended",188,237,85,510,1,Negative,
1106,30-11-2025,Twitter,Australia,Education,49,Male,Amazing quality and fast delivery,53,100,120,273,5,Positive,
1107,24-08-2025,Facebook,India,Sports,56,Female,"The product is okay, nothing special about it",915,229,39,1183,3,Neutral,
1108,18-12-2025,Twitter,USA,Politics,54,Male,Amazing quality and fast delivery,826,270,88,1184,4,Positive,
1109,11-03-2026,Instagram,Australia,Health,32,Male,"Not too good, not too bad",467,253,188,908,3,Neutral,
